Finished,Duration,RecordedDate,MTurk,Generation,Politics,WritTask1,WritTask2,CSES1,CSES2,CSES3,CSES4,CSES5,CSES6,CSES7,CSES8,SC1,SC2,SC4,SC3,SC5,SC7,SC8,SC10,SC11,NEP1,NEP11,NEP2,NEP4,NEP8,NEP10,NEP12,NEP3,NEP5,NEP9,NEP15,MWB1,MWB2,MWB4,MWB6,charity_DVNF,charity_ACLU,charity_WWF,charity_BGCA,charity_AFA,CCpercent,recall1,recall2,recall3,recall4,recall5,recall6,intent1,intent2,intent3,intent4,intent5,intent6,environmentalism,Age,Gender,Race,Education,SexualOrientation,Politics,Serious,Feedback,Identity,SC_order,NEP_order,MWB_order
TRUE,710,2/24/22 7:19,A2RABP508ZMDRV,Millennial,,Being a millennial makes me more diverse and I tend to think of others when making decisions. I am also more logical in my choices instead of acting on impulse I think things through.,"i have a diverse range of different friends because i am a millennial. We tend to be more accepting of others and do not look at race, age, religion, or culture when deciding who to be friends with. instead we just go off of vibes and who we get along with best.",Disagree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Neither agree nor disagree,20,20,20,20,20,40,Most of the time,Occassionally,Always,Most of the time,Occassionally,Occassionally,Most of the time,Occassionally,Always,Most of the time,Occassionally,Occassionally,Environmentalism has a significant role in our society today. It is important to get ahead of climate change now and protect our world while we still can as to make a better future for ourselves and our children.,32,Female,White,Some college (no degree),Heterosexual,7,Yes,no,a Millennial,2,1,3
TRUE,1529,2/24/22 7:20,A198H320N5MSXX,Millennial,,"As a millennial, I tend to overthink many things.  I often think too hard about how my decision will affect others.  I then think about whether or not I am overthinking it.","My relationships are affected by my being a millennial because of the overthinking.  I feel my relationships are pretty positive as a whole, but could be better if I didn't try to analyze everything.",Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,30,15,5,25,25,15,Occassionally,Occassionally,Never,Never,Occassionally,Occassionally,Occassionally,Occassionally,Never,Occassionally,Occassionally,Occassionally,"I think environmentalism has its place in society.  I do believe that climate change is real.  I do not, however, believe that it is as big of a crisis as many make it out to be.  I believe there are other causes out there that require more immediate concern.",37,Female,White,Bachelor's Degree,Heterosexual,6,Yes,,a Millennial,3,2,1
TRUE,372,2/24/22 7:20,A1E3JQKS4PASBU,,Conservative,Being conservative impacts how I view social media posts. Some of the liberal posts I see just irritate me and it makes me want to not be friends with some people. It also impacts my decisions on who I vote for in elections.,"I am open to being friends with anyone regardless of political affiliation. If someone is super liberal and always talking political, then I usually do not want to spend much time with them.",Strongly disagree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Disagree,Agree,Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,4,0,0,77,19,5,Always,Never,Most of the time,Occassionally,Never,Occassionally,Always,Occassionally,Always,Most of the time,Occassionally,Occassionally,I feel that it is important to do what we can to reduce waste. I think that it is not a super major crisis like some people make it out to be. ,33,Female,White,Bachelor's Degree,Heterosexual,8,Yes,No.,a conservative,1,3,2
TRUE,759,2/24/22 7:20,A207IHY6GERCFO,,Conservative,I focus on my health and spiritual development. I do not need an adrenaline rush.,I don't want to be around liberals. I like people who are clean and don't act like victims.,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,0,0,0,100,0,0,Most of the time,Never,Never,Most of the time,Most of the time,Occassionally,Occassionally,Never,Never,Occassionally,Most of the time,Most of the time,I don't like pollution and waste. But climate change is not real.,38,Male,White,Bachelor's Degree,Heterosexual,10,Yes,n,a conservative,2,1,3
TRUE,927,2/24/22 7:22,A1L9HV3SODPE5W,,Conservative,The main thing being a conservative impacts is deciding who to vote for. I don't really like to get involved in politics further than that. And being a conservative does not impact my everyday life decisions.,"Being young and conservative, there are not many people like me. Because of this, I tend to keep my conservative views quiet. Thus, similar to the previous question, the relationships I have are not based on politics, but rather on other common ground.",Disagree,Agree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,0,0,80,0,20,90,Never,Never,Most of the time,Never,Never,Never,Occassionally,Never,Always,Never,Never,Occassionally,"I think environmentalism is a good cause, as climate change is real. However, I would probably not get involved myself, as I generally stay away from all forms of activism.",23,Male,White,Master's Degree,Heterosexual,8,Yes,No,a conservative,3,1,2
TRUE,626,2/24/22 7:23,A26GEW209KRMAQ,Millennial,,"My decisions are impacted by the influences around me growing up in the 90's, the beginning of online technology. I am impacted by seeing the mistakes of the older generation and the changing of a new generation as well.","I feel disconnected from younger generations, but also different from the older generations. I don't always agree with older generations ideals of refusing change, but I also don't have strong relationships with younger generations due to their ideals of such a radical change and lack of responsibility for one's own actions.",Neither agree nor disagree,Somewhat agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Strongly disagree,Somewhat disagree,Disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Somewhat disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Agree,33,1,16,14,36,90,Most of the time,Occassionally,Always,Most of the time,Most of the time,Most of the time,Most of the time,Occassionally,Always,Most of the time,Most of the time,Most of the time,I think it is extremely important to ensure the Earth will be around and happy and healthy for future generations. I feel there are too many people unwilling to believe there is a real problem because they are shrouded by negative feelings toward political party involvement.,36,Female,White,Bachelor's Degree,Heterosexual,7,Yes,,a Millennial,3,1,2
TRUE,387,2/24/22 7:25,AB8BRFF4ZTZ40,,Conservative,It impacts my decision by making me fee worry of what people think of me. Being that if I am around many liberals I try not to appear conservative. ,"It impacts in that it makes want to be friends or associates based on political beliefs. As a result, I'm more likely to be sociable and befriend people who are conservative. ",Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,,Agree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,7,26,11,48,8,80,Occassionally,Never,Occassionally,Never,Never,Occassionally,Occassionally,Never,Occassionally,Occassionally,Never,Occassionally,I feel that is an important thing. Being that the environment needs to be taken care or else it won't be able to recover naturally on its own. ,23,Male,Asian/Asian-American,Bachelor's Degree,Heterosexual,6,Yes,,a conservative,2,1,3
TRUE,435,2/24/22 7:26,A2OY7ULZ5CYPDE,"Generation Z (""Gen-Z"")",, One of the core characteristics of Generation Z is racial diversity. ,Gen Z Hispanics are less likely than Millennial Hispanics to be immigrants,Agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Agree,Somewhat disagree,Agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Strongly agree,17,23,17,20,23,84,Most of the time,Occassionally,Always,No answer,Most of the time,Always,Most of the time,Occassionally,Always,No answer,Most of the time,Always,Environmentalism or environmental rights is a broad philosophy,37,Female,White,Doctorate (Ph.D.),Bisexual,8,Yes,No,a Gen-Zer,3,2,1
TRUE,531,2/24/22 7:26,A2X81BPNQWSHR0,,Conservative,Being conservative to me is valuing freedom and independence.  I live as free of a life as possible and really value the freedom of choice instead of listening to authoritarians dictate my every move.  ,I like to spend time with people who also value freedom and independence.  These people do not want to stay locked down and live by dictated mandates for the rest of their lives.  ,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,,Agree,Agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Agree,Disagree,0,0,100,0,0,5,Always,Most of the time,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Always,I think it is important to protect the environment for all living things.  But I also think a lot of environmental charities abuse funds and pocket too much money.  Good charity organizations are hard to find.  ,34,Male,White,Master's Degree,Heterosexual,8,Yes,Great survey!  Thanks!,a conservative,1,2,3
TRUE,1105,2/24/22 7:26,A2683ZVNWI119A,Millennial,,mostly influenced by current trends,I am social and friendly,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,20,26,14,20,20,59,Most of the time,Always,Always,Always,Always,Most of the time,Most of the time,Always,Always,Always,Most of the time,Most of the time,the environment should be protected. environmentalism is a great cause,30,Female,Black/African-American,Bachelor's Degree,Heterosexual,1,Yes,,a Millennial,2,3,1
TRUE,326,2/24/22 7:26,A1Q56N80RJLQ7S,,Conservative,I feel like the decisions I make are impacted by how others will judge me and how I feel as a conservative. My traditional and reserved beliefs fall in line with other conservatives.,I believe it limits my potential relationships. I say this because the foundation of principles are different between liberal and conservative.,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly agree,Somewhat agree,Agree,Strongly disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Somewhat agree,5,13,42,30,10,49,Always,Most of the time,Most of the time,Occassionally,Always,Most of the time,Most of the time,Always,Most of the time,Always,Occassionally,Occassionally,I feel it is an important cause more people should get behind. I believe there is a lot of unknown factors but for the most part their principles are honest and genuine. The world needs more environmentalists.,34,Male,White,Bachelor's Degree,Heterosexual,8,Yes,No.,a conservative,1,2,3
